cn,label,en,cleaned_en
棉被,1,quilt,quilt
金属钥匙扣,1,Metal keychain,metal keychain
午餐肉罐头,1,Canned Luncheon Meat,canned luncheon meat
帆布袋,1,Canvas bag,canvas bag
变形金刚,1,Transformers,transformers
皮质钱包,1,Leather wallet,leather wallet
肯德基纸袋,1,KFC Paper Bag,kfc paper bag
纸牌,1,card,card
旧拖鞋,1,Old slippers,old slippers
塑料酸奶盒,1,Plastic yogurt box,plastic yogurt box
老干妈瓶子,1,Old godmother bottle,old godmother bottle
洁厕灵瓶子,1,Clean toilet spirit bottle,clean toilet spirit bottle
耳钉,1,Ear studs,ear studs
奥特曼卡片,1,Ultraman Card,ultraman card
旧枕头,1,Old pillow,old pillow
牛奶瓶,1,Milk bottle,milk bottle
衣服干洗剂瓶,1,Clothes dry cleaner bottle,clothes dry cleaner bottle
速冻食品保温袋,1,Frozen Food Insulation Bag,frozen food insulation bag
泡沫保温箱,1,Foam insulation box,foam insulation box
玩具盒,1,Toy box,toy box
玩具塑料盒,1,Toy plastic box,toy plastic box
矿泉水瓶盖,1,Mineral water bottle cap,mineral water bottle cap
垃圾箱,1,Trash can,trash can
太空望远镜,1,Space telescope,space telescope
铁丝,1,iron wire,iron wire
铜丝,1,Copper wire,copper wire
金属门吸,1,Metal door stopper,metal door stopper
吸门器,1,Door suction device,door suction device
瑜伽垫,1,Yoga mat,yoga mat
旧瑜伽垫,1,Old yoga mat,old yoga mat
纸袋子,1,Paper bag,paper bag
塑料膜,1,Plastic film,plastic film
铁罐,1,Tin can,tin can
鸡蛋盒,1,Egg carton,egg carton
隐形眼镜包装盒,1,Contact lens packaging box,contact lens packaging box
拍拍净瓶罐,1,Pat the bottles and cans,pat the bottles and cans
喜糖铁盒子,1,Wedding candy iron box,wedding candy iron box
废旧报纸,1,Scrap newspaper,scrap newspaper
磁带播放器,1,Tape player,tape player
纸质印刷品,1,Paper prints,paper prints
排插,1,Socket,socket
星巴克杯托,1,Starbucks Cup Holder,starbucks cup holder
料酒瓶,1,Cooking wine bottle,cooking wine bottle
木质拖把杆,1,Wooden mop pole,wooden mop pole
金属拖把杆,1,Metal mop rod,metal mop rod
小木棍,1,Small stick,small stick
旧皮鞋,1,Old leather shoes,old leather shoes
巴黎水玻璃瓶,1,Paris water glass bottle,paris water glass bottle
自拍杆,1,Selfie stick,selfie stick
置物架,1,Shelf,shelf
球拍,1,racket,racket
清洁剂瓶,1,Detergent bottle,detergent bottle
木质玩具,1,Wooden toys,wooden toys
高尔夫球杆,1,Golf clubs,golf clubs
铜线,1,Copper wire,copper wire
快递纸箱,1,Express carton,express carton
旧相机,1,Old camera,old camera
乐高玩具,1,Lego toys,lego toys
棉拖鞋,1,Cotton slippers,cotton slippers
脏袜子,1,Dirty socks,dirty socks
羽毛球拍,8,Badminton racket,badminton racket
乒乓球拍,1,Ping pong paddle,ping pong paddle
电子灭蚊拍,1,Electronic mosquito swatter,electronic mosquito swatter
塑料瓶盖,1,Plastic bottle cap,plastic bottle cap
卷筒纸芯,1,Roll paper core,roll paper core
卡纸,1,Paper jam,paper jam
奶粉桶,1,Milk powder bucket,milk powder bucket
玩具塑料包装纸盒,1,Toy plastic packaging carton,toy plastic packaging carton
曲奇铁罐,1,Cookie tin can,cookie tin can
蓝罐曲奇盒,1,Blue Jar Cookie Box,blue jar cookie box
塑料标签,1,Plastic label,plastic label
保鲜膜带齿盒,1,Cling film with tooth box,cling film with tooth box
内存卡,1,Memory card,memory card
背包,1,Backpack,backpack
酸奶玻璃瓶,1,Yogurt glass bottle,yogurt glass bottle
芯片,1,chip,chip
鞋盒,1,Shoe box,shoe box
CPU,1,CPU,cpu
漱口水瓶,1,Mouthwash bottle,mouthwash bottle
雨伞伞面,1,Umbrella surface,umbrella surface
电脑机箱,1,Computer case,computer case
塑料碗,1,plastic bowl,plastic bowl
玻璃渣,1,Glass slag,glass slag
精华玻璃瓶,1,Essence glass bottle,essence glass bottle
衣服包装袋,1,Clothes packaging bag,clothes packaging bag
PS4,1,PS4,ps
蜂蜜柚子茶玻璃罐,1,Honey grapefruit tea glass jar,honey grapefruit tea glass jar
拖线板,1,Drag line board,drag line board
包书纸,1,Book paper,book paper
洁厕液瓶,1,Toilet Cleaner Bottle,toilet cleaner bottle
玻璃密封容器,1,Glass sealed container,glass sealed container
蓝牙耳机,1,Bluetooth earphone,bluetooth earphone
牛皮纸,1,Kraft paper,kraft paper
铅笔盒,1,Pencil case,pencil case
玻璃电子秤,1,Glass electronic scale,glass electronic scale
显示屏,1,Display screen,display screen
蜜蜡,1,Beeswax,beeswax
暖壶胆,1,Kettle,kettle
玻璃蜡烛杯,1,Glass candle cup,glass candle cup
雪弗板,1,Chevron board,chevron board
快递纸袋,1,Express paper bag,express paper bag
热水瓶胆,1,Thermos flask,thermos flask
木盒子,1,wooden box,wooden box
枕芯,1,Pillow,pillow
旧跑鞋,1,Old running shoes,old running shoes
行李箱,16,suitcase,suitcase
麦当劳咖啡杯杯盖（印有可回收标志）,1,McDonald's coffee cup lid (printed with recyclable logo),mcdonalds coffee cup lid printed with recyclable logo
肯德基豆浆杯盖（印有可回收标志）,1,KFC Soy Milk Cup Lid (printed with recyclable logo),kfc soy milk cup lid printed with recyclable logo
羽绒服,1,down jacket,down jacket
无纺布包,1,Non-woven bag,nonwoven bag
保温壶,1,Insulation pot,insulation pot
金属晾衣杆,1,Metal clothes rail,metal clothes rail
橄榄球,1,football,football
塑料桌布,1,Plastic tablecloth,plastic tablecloth
炒菜铁锅,1,Wok,wok
铁衣架,1,Iron hanger,iron hanger
网卡,1,Network card,network card
口香糖塑料盒,1,Chewing gum plastic box,chewing gum plastic box
美年达饮料瓶,1,Mirinda Beverage Bottle,mirinda beverage bottle
圆规,1,Compass,compass
布鞋套,1,Cloth shoe cover,cloth shoe cover
青铜,1,bronze,bronze
皮料,1,Leather,leather
电锯,1,Chainsaw,chainsaw
钢尺,1,Steel ruler,steel ruler
水槽过滤网,1,Sink filter,sink filter
合金筷子,1,Alloy chopsticks,alloy chopsticks
螺丝钉,1,screw,screw
饮料玻璃瓶,1,Beverage glass bottle,beverage glass bottle
玻璃花瓶,1,glass vase,glass vase
旧剪刀,1,Old scissors,old scissors
电热水壶,1,electric kettle,electric kettle
Kindle,1,Kindle,kindle
榨汁机,1,Juicer,juicer
搅拌器,1,Stirrer,stirrer
鱼竿,1,fishing rod,fishing rod
芭比娃娃,1,Barbie doll,barbie doll
塑料储物箱,1,Plastic storage box,plastic storage box
脱排油烟机,1,Range hood off,range hood off
燃气灶,1,Gas stoves,gas stoves
童鞋,1,Children's shoes,childrens shoes
闹铃,1,Alarm,alarm
电水壶,1,Electric kettle,electric kettle
旅行箱,16,Suitcase,suitcase
饼干盒,1,Cookie box,cookie box
首饰盒,1,Jewelry Box,jewelry box
味全果汁瓶,1,Flavored whole juice bottle,flavored whole juice bottle
榨果汁机,1,Juicer,juicer
百叶窗,1,Shutters,shutters
金属鱼钩,1,Metal fish hook,metal fish hook
橡胶拖鞋,1,Rubber slippers,rubber slippers
化妆品外包装纸盒,1,Cosmetic outer packaging carton,cosmetic outer packaging carton
电瓶车防晒垫,1,Battery car sun pad,battery car sun pad
罐头瓶,1,Canned bottle,canned bottle
环保布质垃圾袋,1,Environmental protection cloth garbage bag,environmental protection cloth garbage bag
浴室防滑垫,1,Bathroom anti-slip mat,bathroom antislip mat
手机屏,1,Mobile phone screen,mobile phone screen
棉签盒,1,Cotton swab box,cotton swab box
羊毛被,1,Wool quilt,wool quilt
iPhone,1,iPhone,iphone
翡翠手镯,1,Jade bracelet,jade bracelet
汽车模型,1,Car model,car model
秋裤,1,long johns,long johns
铁皮盖,1,Tin cover,tin cover
食用油玻璃瓶,1,Edible oil glass bottle,edible oil glass bottle
奶粉罐铝盖,1,Aluminum cover for milk powder can,aluminum cover for milk powder can
洗衣液桶,1,Laundry liquid bucket,laundry liquid bucket
吉他,1,Guitar,guitar
酱菜瓶,1,Pickle bottle,pickle bottle
腐乳瓶,1,Fermented bean curd bottle,fermented bean curd bottle
维他奶包装,1,Vitasoy packaging,vitasoy packaging
易拉罐盖,1,Can Lid,can lid
指甲刀,1,Nail clippers,nail clippers
牙膏盒,1,Toothpaste box,toothpaste box
搓衣板,1,Washboard,washboard
咖啡杯套,1,Coffee cup set,coffee cup set
果酱瓶,1,Jam jar,jam jar
佐料瓶,1,Condiment bottle,condiment bottle
丝绸,1,silk,silk
毛皮,1,fur,fur
椰奶盒,1,Coconut milk box,coconut milk box
塑料文件袋,1,Plastic file bag,plastic file bag
美肤仪,1,Beauty Device,beauty device
洁面仪,1,Cleansing instrument,cleansing instrument
健身器材,1,Fitness Equipment,fitness equipment
纯牛奶纸盒,1,Pure milk carton,pure milk carton
电动刮痧板,1,Electric scraper,electric scraper
大提琴,1,Cello,cello
水果刀,1,fruit knife,fruit knife
丝带,1,Ribbon,ribbon
塑料沙漏,1,Plastic hourglass,plastic hourglass
手机支撑架,1,Mobile phone support frame,mobile phone support frame
滴露瓶,1,Dettol bottle,dettol bottle
USB线,1,USB cable,usb cable
塑料拖把杆,1,Plastic mop rod,plastic mop rod
番茄酱瓶,1,Ketchup bottle,ketchup bottle
牛奶塑料瓶,1,Milk plastic bottle,milk plastic bottle
旧窗帘,1,Old curtains,old curtains
椰汁瓶,1,Coconut milk bottle,coconut milk bottle
手机充电宝,1,Mobile phone power bank,mobile phone power bank
手机充电器,1,mobile phone charger,mobile phone charger
凉鞋,1,sandals,sandals
节能灯插座,1,Energy-saving lamp socket,energysaving lamp socket
花洒软管,1,Shower hose,shower hose
软塑料隔热垫,1,Soft plastic heat insulation pad,soft plastic heat insulation pad
银行账单,1,Bank statements,bank statements
喷火枪,1,Torch,torch
酸奶瓶,1,Yogurt bottle,yogurt bottle
打气筒,1,Inflator,inflator
神仙水瓶,1,Fairy water bottle,fairy water bottle
塑料调色盘,1,Plastic palette,plastic palette
木勺,1,Wooden spoon,wooden spoon
卷纸内芯,1,Roll paper core,roll paper core
卷筒纸内芯,1,Web core,web core
椰奶罐,1,Coconut Milk Can,coconut milk can
卷纸芯,1,Roll paper core,roll paper core
木棒,1,Wooden stick,wooden stick
五金材料,1,Hardware materials,hardware materials
塑料锅铲,1,Plastic spatula,plastic spatula
木质锅铲,1,Wooden spatula,wooden spatula
牙线盒,1,Floss box,floss box
乐扣塑料盒,1,LOCK plastic box,lock plastic box
乐扣玻璃盒,1,LOCK glass box,lock glass box
木质花架,1,Wooden flower stand,wooden flower stand
绿茶包装盒,1,Green tea packaging box,green tea packaging box
电蒸锅,1,Electric steamer,electric steamer
钻戒,1,Diamond ring,diamond ring
银戒指,1,silver ring,silver ring
即冲奶茶包装盒,1,Instant milk tea packaging box,instant milk tea packaging box
电容,1,capacitance,capacitance
电阻,1,resistance,resistance
二极管,1,diode,diode
三极管,1,Triode,triode
废食用油瓶,1,Waste edible oil bottle,waste edible oil bottle
开关,1,switch,switch
鸡蛋包装盒,1,Egg packaging box,egg packaging box
黑板,16,blackboard,blackboard
豆浆机,1,Soymilk machine,soymilk machine
铁罐子,1,Tin can,tin can
CD塑料盒,1,CD plastic box,cd plastic box
香薰玻璃瓶,1,Aromatherapy glass bottle,aromatherapy glass bottle
真皮制品,1,Leather products,leather products
羊皮制品,1,Sheepskin products,sheepskin products
皮草制品,1,Fur products,fur products
化妆品玻璃瓶,1,Cosmetic glass bottle,cosmetic glass bottle
帆布鞋,1,canvas shoes,canvas shoes
休闲鞋,1,casual shoes,casual shoes
关东煮隔热杯套,1,Oden heat insulation cup holder,oden heat insulation cup holder
烫衣板,1,ironing board,ironing board
废弃药瓶,2,Discarded medicine bottle,discarded medicine bottle
手机电池,2,cell phone battery,cell phone battery
废荧光灯管,2,Waste fluorescent tube,waste fluorescent tube
废水银温度计,2,Waste water silver thermometer,waste water silver thermometer
废水银血压计,2,Wastewater silver sphygmomanometer,wastewater silver sphygmomanometer
过期药品,2,Expired drugs,expired drugs
废农药,2,Waste pesticide,waste pesticide
节能灯（含水银）,2,Energy-saving lamps (mercury),energysaving lamps mercury
LED 灯（含水银）,2,LED light (mercury),led light mercury
油漆桶,2,Paint bucket,paint bucket
酒精,2,Alcohol,alcohol
调色板,2,Color palette,color palette
过期的胶囊药物,2,Expired capsule medicine,expired capsule medicine
过期药片,2,Expired pills,expired pills
医用棉签,8,Medical cotton swab,medical cotton swab
医用手套,2,Medical gloves,medical gloves
农药瓶,2,Pesticide bottle,pesticide bottle
医用纱布,2,Medical gauze,medical gauze
口服液瓶,2,Oral liquid bottle,oral liquid bottle
废弃灯泡,2,Discarded light bulb,discarded light bulb
油漆笔,2,paintbrush,paintbrush
锂电池,2,lithium battery,lithium battery
生石灰,2,quicklime,quicklime
胶卷底片,2,Film negatives,film negatives
废矿物油,2,Waste mineral oil,waste mineral oil
消毒剂,2,Disinfectant,disinfectant
胶片,2,film,film
废血压计,2,Waste sphygmomanometer,waste sphygmomanometer
废镍镉电池,2,Used nickel-cadmium batteries,used nickelcadmium batteries
氧化汞电池,2,Mercury Oxide Battery,mercury oxide battery
工业胶水,2,Industrial glue,industrial glue
胶合剂,2,Glue,glue
染发剂,2,Hair dye,hair dye
染发膏,2,Hair cream,hair cream
钮扣电池,2,Button battery,button battery
打印机墨盒,2,Printer Cartridges,printer cartridges
硒鼓,2,Toner cartridge,toner cartridge
指甲油瓶子,2,Nail polish bottle,nail polish bottle
雷达瓶子,2,Radar bottle,radar bottle
塑料药盒,2,Plastic pill box,plastic pill box
过期指甲油,2,Expired nail polish,expired nail polish
卸甲膜,2,Wholesale shell,wholesale shell
医用针管,2,Medical needle tube,medical needle tube
膏药,8,Plaster,plaster
药瓶,2,Medicine bottle,medicine bottle
药包装,2,Medicine packaging,medicine packaging
咳嗽药水瓶,2,Cough medicine bottle,cough medicine bottle
针头,2,Needle,needle
塑料药瓶,2,Plastic medicine bottle,plastic medicine bottle
药片包装,2,Tablet packaging,tablet packaging
药品包装袋,2,Medicine packaging bag,medicine packaging bag
一次性注射器,2,Disposable syringe,disposable syringe
玻璃药瓶,2,Glass medicine bottle,glass medicine bottle
开塞露,2,Kaysero,kaysero
板蓝根冲剂,2,Banlangen Granules,banlangen granules
口服液,2,Oral liquid,oral liquid
铅酸电池,2,Lead-acid batteries,leadacid batteries
荧光灯,2,Fluorescent lamp,fluorescent lamp
卸甲水,2,Resurrection water,resurrection water
水银体温计,2,Mercury thermometer,mercury thermometer
X光片,2,X-ray film,xray film
相片底片,2,Photo film,photo film
深海鱼油,2,Deep sea fish oil,deep sea fish oil
眼药水,2,Eye drops,eye drops
笔记本电脑电池,2,Laptop battery,laptop battery
过期感冒药,2,Expired cold medicine,expired cold medicine
冻干粉,2,Freeze-dried powder,freezedried powder
杀虫子罐,2,Insecticide jar,insecticide jar
染发手套,2,Hair dye gloves,hair dye gloves
钙片,2,Calcium tablets,calcium tablets
药膏,2,ointment,ointment
药膏包装壳,2,Ointment packaging shell,ointment packaging shell
眼药水瓶,2,Eye drops bottle,eye drops bottle
药水玻璃瓶,2,Potion glass bottle,potion glass bottle
空药瓶,2,Empty medicine bottle,empty medicine bottle
空调清洗消毒液瓶,2,Air conditioner cleaning and disinfecting liquid bottle,air conditioner cleaning and disinfecting liquid bottle
安神补脑液瓶,2,Soothe the nerves and invigorate the brain fluid bottle,soothe the nerves and invigorate the brain fluid bottle
蟑螂药,2,Cockroach medicine,cockroach medicine
过期西药,2,Expired Western Medicine,expired western medicine
药品纸盒,2,Medicine cartons,medicine cartons
伤筋膏药,2,Tendon plaster,tendon plaster
伤筋药膏包装,2,Tendon Ointment Packaging,tendon ointment packaging
止痛膏,2,Pain Relief Cream,pain relief cream
纸药盒,2,Paper pill box,paper pill box
除渍剂,2,Stain remover,stain remover
西药瓶,2,Western medicine bottle,western medicine bottle
保健品瓶子,2,Health care bottle,health care bottle
打印机色带,2,Printer ribbon,printer ribbon
给药器,2,Applicator,applicator
松节油,2,turpentine,turpentine
维生素瓶,2,Vitamin bottle,vitamin bottle
药液袋,2,Liquid medicine bag,liquid medicine bag
药片铝塑包装,2,Tablet aluminum-plastic packaging,tablet aluminumplastic packaging
医用注射器,2,Medical syringe,medical syringe
输液瓶,2,Infusion bottle,infusion bottle
碳粉盒,2,Toner cartridge,toner cartridge
化学剂桶,2,Chemical tank,chemical tank
胶水桶,2,Glue bucket,glue bucket
马应龙,2,Ma Yinglong,ma yinglong
鱼油胶囊,2,Fish oil capsules,fish oil capsules
药壶,2,Medicine pot,medicine pot
碘酒瓶,2,Iodine bottle,iodine bottle
外敷伤药,2,Topical wound medicine,topical wound medicine
膏药布,2,Plaster cloth,plaster cloth
透明塑料药瓶,2,Transparent plastic medicine bottle,transparent plastic medicine bottle
樟脑丸,2,Mothballs,mothballs
电灯泡,2,Bulb,bulb
金霉素眼药膏,2,Chlortetracycline eye ointment,chlortetracycline eye ointment
咳嗽药片,2,Cough pills,cough pills
达克宁药膏,2,Dacrine ointment,dacrine ointment
达克宁药膏皮,2,Dacrine ointment skin,dacrine ointment skin
卸甲油,2,Nail polish remover,nail polish remover
止咳糖浆瓶,2,Cough Syrup Bottle,cough syrup bottle
痔疮膏,2,Hemorrhoids cream,hemorrhoids cream
泡腾片,2,Effervescent tablet,effervescent tablet
阿胶糕,4,Ejiao Cake,ejiao cake
塑料档案袋,1,Plastic file bag,plastic file bag
纸质档案袋,1,Paper portfolio,paper portfolio
河蚌,8,River mussel,river mussel
背心,1,Vest,vest
贝壳肉,4,Shell meat,shell meat
方便面袋,8,Instant noodle bag,instant noodle bag
茶饼,4,Tea cake,tea cake
玻璃罐,1,Glass jar,glass jar
铝箔包,8,Aluminum foil package,aluminum foil package
锡箔纸,8,Tin foil,tin foil
不锈钢杯,1,stainless steel cup,stainless steel cup
餐巾纸,8,paper napkin,paper napkin
党参,4,Codonopsis,codonopsis
残渣剩饭,4,Leftovers,leftovers
草帽,8,straw hat,straw hat
电池,2,Battery,battery
干电池,2,Dry cell,dry cell
塑料尺,1,Plastic ruler,plastic ruler
不锈钢尺,1,Stainless steel ruler,stainless steel ruler
毛毛虫,4,Caterpillar,caterpillar
宠物毛发,8,Pet hair,pet hair
金属厨具,1,Metal kitchenware,metal kitchenware
厨房垃圾袋,8,Kitchen garbage bag,kitchen garbage bag
纯棉靠垫,1,Cotton cushion,cotton cushion
纯棉靠枕,1,Pure cotton pillow,pure cotton pillow
磁盘盒,1,Disk Enclosure,disk enclosure
磁片盒,1,Disk box,disk box
暖瓶玻璃内胆,1,Thermos glass liner,thermos glass liner
打碎的碗,8,Broken bowl,broken bowl
鱼的内脏,4,Fish innards,fish innards
塑料凳,1,Plastic stool,plastic stool
地瓜皮,4,Sweet potato peel,sweet potato peel
快递冰袋,8,Express ice bag,express ice bag
过期糕点,4,Expired pastry,expired pastry
冬笋,4,Winter bamboo shoots,winter bamboo shoots
水银温度计,2,Mercury thermometer,mercury thermometer
防晒霜空瓶,1,Empty sunscreen bottle,empty sunscreen bottle
废花盆,8,Waste flowerpot,waste flowerpot
废胶片,2,Waste film,waste film
凤梨,4,pineapple,pineapple
中药敷贴,8,Chinese medicine applicator,chinese medicine applicator
护肤品玻璃空瓶,1,Skin care products glass empty bottle,skin care products glass empty bottle
护肤品塑料空瓶,1,Empty plastic bottles for skin care products,empty plastic bottles for skin care products
护肤霜玻璃空瓶,1,Skin care cream glass empty bottle,skin care cream glass empty bottle
猪肉脯,4,pork jerky,pork jerky
可擦复写笔,8,Erasable copy pen,erasable copy pen
塑料盖,1,plastic cap,plastic cap
青菜杆,4,Greenstalk,greenstalk
玻璃烟缸,1,Glass ashtray,glass ashtray
隔离霜空瓶,1,Empty bottle of isolation cream,empty bottle of isolation cream
各类过期药品,2,Various expired drugs,various expired drugs
金属工具,1,Metal tools,metal tools
含汞电池,2,Mercury battery,mercury battery
狗尿布,8,Dog diapers,dog diapers
鸡骨,4,Chicken bone,chicken bone
挂耳咖啡包,8,Hanging ear coffee bag,hanging ear coffee bag
铝锅,1,Aluminum pan,aluminum pan
过滤芯,8,Filter element,filter element
电焊丝,1,Welding wire,welding wire
木盒,1,Wooden box,wooden box
黑木耳,4,Black Fungus,black fungus
护发素塑料空瓶,1,Conditioner plastic empty bottle,conditioner plastic empty bottle
精华液玻璃空瓶,1,Essence glass empty bottle,essence glass empty bottle
精华液塑料空瓶,1,Essence plastic empty bottle,essence plastic empty bottle
油画,8,painting,painting
油画棒,8,Oil pastel,oil pastel
家养花卉,4,Domestic flowers,domestic flowers
木质积木,1,Wooden blocks,wooden blocks
鸡骨架,4,Chicken Skeleton,chicken skeleton
金属衣架,1,Metal hanger,metal hanger
无汞碱性电池,8,Mercury-free alkaline battery,mercuryfree alkaline battery
豆角壳,4,Carob shell,carob shell
节能灯泡,2,Energy-saving light bulbs,energysaving light bulbs
桔子,4,orange,orange
洗洁精空瓶,1,Empty Dishwashing Bottle,empty dishwashing bottle
酒精棉,8,alcohol cotton,alcohol cotton
干净的纸杯,8,Clean paper cup,clean paper cup
净水器滤芯,8,Water purifier filter element,water purifier filter element
旧草帽,8,Old straw hat,old straw hat
玻璃餐具,1,Glass tableware,glass tableware
塑料卡片,1,Plastic card,plastic card
烤肉,4,Barbecue,barbecue
乐扣乐扣塑料盒,1,LOCK&LOCK Plastic Box,locklock plastic box
木筷子,1,Wood chopsticks,wood chopsticks
塑料筷子,1,Plastic chopsticks,plastic chopsticks
宽粉,4,Wide powder,wide powder
金属制菜篮子,1,Metal food basket,metal food basket
烂黄瓜,4,Rotten cucumber,rotten cucumber
利乐枕,1,Tetra Pillow,tetra pillow
利乐砖,1,Tetra Brick,tetra brick
可乐空罐,1,Coke empty can,coke empty can
鱼类,4,Fishes,fishes
荔枝,4,litchi,litchi
长筒连裤袜,8,Pantyhose,pantyhose
护脸霜玻璃空瓶,1,Empty face cream glass bottle,empty face cream glass bottle
护脸霜塑料空瓶,1,Empty face cream plastic bottle,empty face cream plastic bottle
鸟粮,4,Bird food,bird food
木质晾衣架,1,Wooden clothes rack,wooden clothes rack
不锈钢晾衣杆,1,Stainless steel clothes rail,stainless steel clothes rail
过期零食,4,Expired snacks,expired snacks
金属哑铃,1,Metal dumbbell,metal dumbbell
榴莲,8,durian,durian
花露水玻璃空瓶,1,Empty toilet water glass bottle,empty toilet water glass bottle
沐浴露玻璃空瓶,1,Empty glass bottle of shower gel,empty glass bottle of shower gel
沐浴露塑料空瓶,1,Empty plastic bottle of shower gel,empty plastic bottle of shower gel
马甲袋,8,Vest bag,vest bag
满天星,4,Gypsophila,gypsophila
话梅核,4,Meihe,meihe
空灭火器,1,Empty fire extinguisher,empty fire extinguisher
灭蚊剂瓶,2,Mosquito killer bottle,mosquito killer bottle
包书膜,8,Book cover film,book cover film
磨砂膏塑料空瓶,1,Scrub plastic empty bottle,scrub plastic empty bottle
废旧抹布,8,Used rags,used rags
墨鱼,4,Cuttlefish,cuttlefish
泡沫餐盒,8,Foam lunch box,foam lunch box
塑料收纳箱,1,Plastic storage box,plastic storage box
无纺布收纳箱,1,Non-woven storage box,nonwoven storage box
奶片,4,Milk tablets,milk tablets
胶囊药片,2,Capsule pills,capsule pills
镉镍电池,2,Cadmium nickel battery,cadmium nickel battery
镍铝电池,2,Nickel aluminum battery,nickel aluminum battery
泡菜,4,Pickle,pickle
杀虫喷雾罐,2,Insecticide spray can,insecticide spray can
杀虫喷雾瓶,2,Insecticide spray bottle,insecticide spray bottle
玻璃盆,1,Glass basin,glass basin
瓜皮,4,Melon peel,melon peel
收银小票,1,Cashier receipt,cashier receipt
废药品,2,Waste medicine,waste medicine
铝瓶,1,Aluminum bottle,aluminum bottle
破瓷瓶,8,Broken Porcelain Bottle,broken porcelain bottle
过期茶叶,4,Expired tea,expired tea
乳胶漆,2,Latex paint,latex paint
空煤气罐,1,Empty gas tank,empty gas tank
彩色铅笔,8,Colored pencils,colored pencils
木头铅笔,8,Wood pencil,wood pencil
青草,4,grass,grass
镍氢电池,2,NiMH batteries,nimh batteries
装订铁圈,1,Binding iron ring,binding iron ring
燃气罐空瓶,1,Empty gas tank,empty gas tank
燃油罐空瓶,1,Fuel tank empty bottle,fuel tank empty bottle
染发料瓶,2,Hair dye bottle,hair dye bottle
日光灯管,2,Fluorescent tube,fluorescent tube
金属制容器,1,Metal container,metal container
毛绒垫,1,Plush pad,plush pad
果肉,4,pulp,pulp
润发乳空瓶,1,Conditioner empty bottle,conditioner empty bottle
润肤霜玻璃空瓶,1,Empty moisturizer glass bottle,empty moisturizer glass bottle
砂纸,8,sandpaper,sandpaper
杀虫剂罐,2,Insecticide canister,insecticide canister
杀虫剂瓶,2,Insecticide bottle,insecticide bottle
沙包,8,Sandbag,sandbag
防晒霜玻璃空瓶,1,Empty sunscreen glass bottle,empty sunscreen glass bottle
防晒霜塑料空瓶,1,Empty sunscreen plastic bottle,empty sunscreen plastic bottle
山芋皮,4,Yam skin,yam skin
剩饭剩菜,4,Leftovers,leftovers
风干食品,4,Air-dried food,airdried food
过期粮食,4,Expired grain,expired grain
狗屎纸,8,Shit paper,shit paper
过期芝士,4,Expired cheese,expired cheese
手纸,8,Toilet paper,toilet paper
受污染纸张,8,Contaminated paper,contaminated paper
腐烂蔬菜,4,Rotten vegetables,rotten vegetables
金属锅,1,Metal pan,metal pan
漱口水塑料空瓶,1,Empty mouthwash plastic bottle,empty mouthwash plastic bottle
面霜塑料空瓶,1,Face cream plastic empty bottle,face cream plastic empty bottle
爽肤水玻璃空瓶,1,Empty Toner Glass Bottle,empty toner glass bottle
爽肤水塑料空瓶,1,Toner empty plastic bottle,toner empty plastic bottle
死鱼,4,Dead fish,dead fish
速冻饺子包装,8,Quick-frozen dumpling packaging,quickfrozen dumpling packaging
酸奶利乐包装盒,1,Yogurt Tetra Pak Box,yogurt tetra pak box
碎玻璃,1,shattered glass,shattered glass
碎瓷片,8,Broken tiles,broken tiles
污损报纸,8,Defaced newspaper,defaced newspaper
污损纸盒,8,Defiled carton,defiled carton
太阳能电池,2,Solar battery,solar battery
羊毛毯,1,Blanket,blanket
碎陶瓷,8,Broken ceramics,broken ceramics
陶瓷刀,8,ceramic knife,ceramic knife
田螺肉,4,Snail meat,snail meat
铁桶,1,drum,drum
纸筒,1,Paper tube,paper tube
竹筒,8,Bamboo tube,bamboo tube
薯片外包装,8,Outer packaging of potato chips,outer packaging of potato chips
陶瓷碗,8,Ceramic bowl,ceramic bowl
调味品,4,condiment,condiment
保温材料,8,Insulation Materials,insulation materials
无花果壳,4,Fig shell,fig shell
衣物,1,Clothing,clothing
锡纸盒,8,Tin carton,tin carton
竹席,8,Bamboo mat,bamboo mat
相片,2,Photo,photo
相纸,2,photographic paper,photographic paper
相片纸,2,Photo paper,photo paper
橡胶垫,8,Rubber mat,rubber mat
84消毒液空瓶,2,84 empty bottle of disinfectant, empty bottle of disinfectant
小排,4,Small row,small row
卸妆油空瓶,1,Cleansing oil empty bottle,cleansing oil empty bottle
杏,4,apricot,apricot
铅蓄电池,2,Lead storage battery,lead storage battery
雪蟹蟹壳,4,Snow crab crab shell,snow crab crab shell
龙眼壳,4,Longan Shell,longan shell
过期燕麦片,4,Expired oatmeal,expired oatmeal
羊肉,4,mutton,mutton
花椰菜,4,brocoli,brocoli
口服液药瓶,2,Oral liquid medicine bottle,oral liquid medicine bottle
洗手液空瓶,1,Hand sanitizer empty bottle,hand sanitizer empty bottle
皮衣,1,Leather jacket,leather jacket
电影胶片,2,Movie film,movie film
有机溶剂包装,2,Organic solvent packaging,organic solvent packaging
玉米杆,4,Corn stalk,corn stalk
鲜肉月饼,4,Fresh meat moon cakes,fresh meat moon cakes
家养盆栽,4,Domestic potted plants,domestic potted plants
药渣,4,Medicine residue,medicine residue
炸鸡腿,4,Fried chicken legs,fried chicken legs
